2020-03-16 13:36:20,983 - 收到数据：123456
2020-03-16 13:36:20,983 - 收到数据：123456
2020-03-16 13:36:20,995 - 收到数据：123456
2020-03-16 13:36:20,995 - 收到数据：123456
2020-03-16 13:36:20,996 - 收到数据：123456
2020-03-16 13:36:21,007 - 收到数据：123456
2020-03-16 13:36:21,007 - 收到数据：123456
2020-03-16 13:36:21,019 - 收到数据：123456
2020-03-16 13:36:21,019 - 收到数据：123456
2020-03-16 13:36:21,031 - 收到数据：123456
2020-03-16 13:36:21,032 - 收到数据：123456
2020-03-16 13:36:21,033 - 收到数据：123456
2020-03-16 13:36:21,034 - 收到数据：123456
2020-03-16 13:36:21,035 - 收到数据：123456
2020-03-16 13:36:21,046 - 收到数据：123456
2020-03-16 13:36:21,048 - 收到数据：123456
2020-03-16 13:36:21,049 - 收到数据：123456
2020-03-16 13:36:21,049 - 收到数据：123456
2020-03-16 13:36:21,059 - 收到数据：123456
2020-03-16 13:36:21,059 - 收到数据：123456
2020-03-16 13:36:21,070 - 收到数据：123456
2020-03-16 13:36:21,070 - 收到数据：123456
2020-03-16 13:36:21,081 - 收到数据：123456
2020-03-16 13:36:21,081 - 收到数据：123456
2020-03-16 13:36:21,092 - 收到数据：123456
2020-03-16 13:36:21,092 - 收到数据：123456
2020-03-16 13:36:21,093 - 收到数据：123456
2020-03-16 13:36:21,093 - 收到数据：123456
2020-03-16 13:36:21,094 - 收到数据：123456
2020-03-16 13:36:21,095 - 收到数据：123456
2020-03-16 13:36:21,095 - 收到数据：123456
2020-03-16 13:36:21,095 - 收到数据：123456
2020-03-16 13:36:21,096 - 收到数据：123456
2020-03-16 13:36:21,096 - 收到数据：123456
2020-03-16 13:36:21,097 - 收到数据：123456
2020-03-16 13:36:21,097 - 收到数据：123456
2020-03-16 13:36:21,098 - 收到数据：123456
2020-03-16 13:36:21,098 - 收到数据：123456
2020-03-16 13:36:21,099 - 收到数据：123456
2020-03-16 13:36:21,110 - 收到数据：123456
2020-03-16 13:36:21,110 - 收到数据：123456
2020-03-16 13:36:21,122 - 收到数据：123456
2020-03-16 13:36:21,122 - 收到数据：123456
2020-03-16 13:36:21,134 - 收到数据：123456
2020-03-16 13:36:21,135 - 收到数据：123456
2020-03-16 13:36:21,135 - 收到数据：123456
2020-03-16 13:36:21,146 - 收到数据：123456
2020-03-16 13:36:21,147 - 收到数据：123456
2020-03-16 13:36:21,148 - 收到数据：123456
2020-03-16 13:36:21,148 - 收到数据：123456
2020-03-16 13:36:21,160 - 收到数据：123456
2020-03-16 13:36:21,160 - 收到数据：123456
2020-03-16 13:36:21,172 - 收到数据：123456
2020-03-16 13:36:21,183 - 收到数据：123456
2020-03-16 13:36:21,194 - 收到数据：123456
2020-03-16 13:36:21,194 - 收到数据：123456
2020-03-16 13:36:21,206 - 收到数据：123456
2020-03-16 13:36:21,207 - 收到数据：123456
2020-03-16 13:36:21,207 - 收到数据：123456
2020-03-16 13:36:21,218 - 收到数据：123456
2020-03-16 13:36:21,219 - 收到数据：123456
2020-03-16 13:36:21,219 - 收到数据：123456
2020-03-16 13:36:21,220 - 收到数据：123456
2020-03-16 13:36:21,221 - 收到数据：123456
2020-03-16 13:36:21,221 - 收到数据：123456
2020-03-16 13:36:21,222 - 收到数据：123456
2020-03-16 13:36:21,222 - 收到数据：123456
2020-03-16 13:36:21,223 - 收到数据：123456
2020-03-16 13:36:21,224 - 收到数据：123456
2020-03-16 13:36:21,225 - 收到数据：123456
2020-03-16 13:36:21,225 - 收到数据：123456
2020-03-16 13:36:21,226 - 收到数据：123456
2020-03-16 13:36:21,227 - 收到数据：123456
2020-03-16 13:36:21,227 - 收到数据：123456
2020-03-16 13:36:21,228 - 收到数据：123456
2020-03-16 13:36:21,228 - 收到数据：123456
2020-03-16 13:36:21,229 - 收到数据：123456
2020-03-16 13:36:21,229 - 收到数据：123456
2020-03-16 13:36:21,230 - 收到数据：123456
2020-03-16 13:36:21,230 - 收到数据：123456
2020-03-16 13:36:21,231 - 收到数据：123456
2020-03-16 13:36:21,232 - 收到数据：123456
2020-03-16 13:36:21,232 - 收到数据：123456
2020-03-16 13:36:21,233 - 收到数据：123456
2020-03-16 13:36:21,233 - 收到数据：123456
2020-03-16 13:36:21,234 - 收到数据：123456
2020-03-16 13:36:21,234 - 收到数据：123456
2020-03-16 13:36:21,235 - 收到数据：123456
2020-03-16 13:36:21,235 - 收到数据：123456
2020-03-16 13:36:21,236 - 收到数据：123456
2020-03-16 13:36:21,237 - 收到数据：123456
2020-03-16 13:36:21,237 - 收到数据：123456
2020-03-16 13:36:21,238 - 收到数据：123456
2020-03-16 13:36:21,238 - 收到数据：123456
2020-03-16 13:36:21,239 - 收到数据：123456
2020-03-16 13:36:21,239 - 收到数据：123456
2020-03-16 13:36:21,240 - 收到数据：123456
2020-03-16 13:36:21,241 - 收到数据：123456
2020-03-16 13:36:21,241 - 收到数据：123456
2020-03-16 13:36:21,253 - 收到数据：123456
2020-03-16 13:36:21,265 - 收到数据：123456
2020-03-16 13:36:21,265 - 收到数据：123456
2020-03-16 13:36:21,266 - 收到数据：123456
2020-03-16 13:36:21,266 - 收到数据：123456
2020-03-16 13:36:21,267 - 收到数据：123456
2020-03-16 13:36:21,267 - 收到数据：123456
2020-03-16 13:36:21,267 - 收到数据：123456
2020-03-16 13:36:21,268 - 收到数据：123456
2020-03-16 13:36:21,279 - 收到数据：123456
2020-03-16 13:36:21,279 - 收到数据：123456
2020-03-16 13:36:21,291 - 收到数据：123456
2020-03-16 13:36:21,302 - 收到数据：123456
2020-03-16 13:36:21,302 - 收到数据：123456
2020-03-16 13:36:21,303 - 收到数据：123456
2020-03-16 13:36:21,303 - 收到数据：123456
2020-03-16 13:36:21,304 - 收到数据：123456
2020-03-16 13:36:21,304 - 收到数据：123456
2020-03-16 13:36:21,304 - 收到数据：123456
2020-03-16 13:36:21,304 - 收到数据：123456
2020-03-16 13:36:21,305 - 收到数据：123456
2020-03-16 13:36:21,305 - 收到数据：123456
2020-03-16 13:36:21,306 - 收到数据：123456
2020-03-16 13:36:21,306 - 收到数据：123456
2020-03-16 13:36:21,318 - 收到数据：123456
2020-03-16 13:36:21,318 - 收到数据：123456
2020-03-16 13:36:21,319 - 收到数据：123456
2020-03-16 13:36:21,319 - 收到数据：123456
2020-03-16 13:36:21,320 - 收到数据：123456
2020-03-16 13:36:21,320 - 收到数据：123456
2020-03-16 13:36:21,321 - 收到数据：123456
2020-03-16 13:36:21,321 - 收到数据：123456
2020-03-16 13:36:21,322 - 收到数据：123456
2020-03-16 13:36:21,322 - 收到数据：123456
2020-03-16 13:36:21,323 - 收到数据：123456
2020-03-16 13:36:21,323 - 收到数据：123456
2020-03-16 13:36:21,323 - 收到数据：123456
2020-03-16 13:36:21,324 - 收到数据：123456
